"ID","Technical Area / Program","Intervention","Impl. Partner","Start Date","End Date","Province","District","Sector","Updated Date"
"6125","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Murama","12/5/2016"
"6126","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Mutenderi","12/5/2016"
"6127","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Remera","12/5/2016"
"6128","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Rukira","12/5/2016"
"6129","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/5/2016"
"6130","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/5/2016"
"6131","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Sake","12/5/2016"
"6132","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Zaza","12/5/2016"
"6133","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Gashora","12/5/2016"
"6134","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Juru","12/5/2016"
"6135","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Kamabuye","12/5/2016"
"6136","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Mareba","12/5/2016"
"6137","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Mayange","12/5/2016"
"6138","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Musenyi","12/5/2016"
"6139","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Mwogo","12/5/2016"
"6140","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Ngeruka","12/5/2016"
"6141","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Ntarama","12/5/2016"
"6142","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Nyamata","12/5/2016"
"6143","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Nyarugenge","12/5/2016"
"6144","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Rilima","12/5/2016"
"6145","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Ruhuha","12/5/2016"
"6146","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Rweru","12/5/2016"
"6147","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Shyara","12/5/2016"
"6148","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Karongi","Murundi","11/28/2016"
"6149","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Karongi","Ruganda","11/28/2016"
"6150","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Musasa","11/28/2016"
"6151","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Musasa","11/28/2016"
"6152","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Musasa","11/28/2016"
"6153","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Musasa","11/28/2016"
"6154","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Musasa","11/28/2016"
"6155","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Musasa","11/28/2016"
"6156","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6157","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6158","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6159","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6160","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6161","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6162","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6163","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6164","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6165","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6166","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6167","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6168","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6169","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Rutsiro","Nyabirasi","11/28/2016"
"6170","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Western Province","Nyamasheke","Bushekeri","11/28/2016"
"6171","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Musanze","Kimonyi","11/28/2016"
"6172","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Musanze","Musanze","11/28/2016"
"6173","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Musanze","Nyange","11/28/2016"
"6174","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Musanze","Remera","11/28/2016"
"6175","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Musanze","Rwaza","11/28/2016"
"6176","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Musanze","Shingiro","11/28/2016"
"6177","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Burera","Bungwe","11/28/2016"
"6178","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Burera","Cyeru","11/28/2016"
"6179","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Burera","Kagogo","11/28/2016"
"6180","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Burera","Kinoni","11/28/2016"
"6181","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Burera","Kinyababa","11/28/2016"
"6182","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Burera","Kivuye","11/28/2016"
"6183","Youth","Adolescent Workforce Readiness","Global Communities","N/A","N/A","Northern Province","Burera","Rugarama","11/28/2016"
"6184","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Kigali City","Nyarugenge","Rwezamenyo","12/1/2016"
"6185","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Kigali City","Kicukiro","Gahanga","12/1/2016"
"6186","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Kigali City","Kicukiro","Gatenga","12/1/2016"
"6187","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Kigali City","Kicukiro","Kagarama","12/1/2016"
"6188","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Kigali City","Kicukiro","Kanombe","12/1/2016"
"6189","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Kigali City","Kicukiro","Kicukiro","12/1/2016"
"6190","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Kigali City","Kicukiro","Nyarugunga","12/1/2016"
"6191","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyaruguru","Busanze","12/4/2016"
"6192","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyaruguru","Kivu","12/4/2016"
"6193","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyaruguru","Muganza","12/4/2016"
"6194","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyaruguru","Munini","12/4/2016"
"6195","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyaruguru","Nyabimata","12/4/2016"
"6196","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyaruguru","Ruheru","12/4/2016"
"6197","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Buruhukiro","12/4/2016"
"6198","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Cyanika","12/4/2016"
"6199","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Gasaka","12/4/2016"
"6200","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Gatare","12/4/2016"
"6201","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Kaduha","12/4/2016"
"6202","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Kamegeri","12/4/2016"
"6203","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Kibirizi","12/4/2016"
"6204","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Kibumbwe","12/1/2016"
"6205","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Kitabi","12/1/2016"
"6206","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Mbazi","12/4/2016"
"6207","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Mugano","12/1/2016"
"6208","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Musange","12/4/2016"
"6209","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Musebeya","12/4/2016"
"6210","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Mushubi","12/4/2016"
"6211","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Nkomane","12/4/2016"
"6212","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Tare","12/1/2016"
"6213","Youth","Child Protection","AEE/Rwanda","N/A","N/A","Southern Province","Nyamagabe","Uwinkingi","12/1/2016"
"6214","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Bweramana","12/4/2016"
"6215","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Byimana","12/4/2016"
"6216","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Kabagali","12/4/2016"
"6217","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Kinazi","12/4/2016"
"6218","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Kinihira","12/4/2016"
"6219","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Mbuye","12/4/2016"
"6220","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Mwendo","12/4/2016"
"6221","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Ntongwe","12/4/2016"
"6222","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Ruhango","Ruhango","12/4/2016"
"6223","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Muhanga","Kabacuzi","12/4/2016"
"6224","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Muhanga","Kiyumba","12/4/2016"
"6225","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Muhanga","Muhanga","12/4/2016"
"6226","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Muhanga","Mushishiro","12/4/2016"
"6227","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Muhanga","Nyamabuye","12/4/2016"
"6228","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Muhanga","Nyarusange","12/4/2016"
"6229","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Muhanga","Shyogwe","12/4/2016"
"6230","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Kamonyi","Kayenzi","12/4/2016"
"6231","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Kamonyi","Kayumbu","12/4/2016"
"6232","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Kamonyi","Mugina","12/4/2016"
"6233","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Kamonyi","Musambira","12/4/2016"
"6234","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Kamonyi","Ngamba","12/4/2016"
"6235","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Kamonyi","Rugarika","12/4/2016"
"6236","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Southern Province","Kamonyi","Runda","12/4/2016"
"6237","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Western Province","Karongi","Gishyita","12/4/2016"
"6238","Youth","Child Protection","Caritas/Rwanda","N/A","N/A","Western Province","Karongi","Mutuntu","12/4/2016"
