,project,mechanism,shortName,IP,District,OBJECTID,Prov_ID,Province,Dist_ID,id,output_ID,subIR_ID,output,result,partner
604,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
605,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
606,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
607,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
608,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
609,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
610,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
611,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Kayonza,26,5,Eastern Province,54,25,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
612,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Kayonza,26,5,Eastern Province,54,25,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
613,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Kayonza,26,5,Eastern Province,54,25,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
614,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Kayonza,26,5,Eastern Province,54,25,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
615,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Kayonza,26,5,Eastern Province,54,25,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
616,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Kayonza,26,5,Eastern Province,54,25,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
617,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Kayonza,26,5,Eastern Province,54,25,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
618,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ngoma,28,5,Eastern Province,56,27,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",INWA
619,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ngoma,28,5,Eastern Province,56,27,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
620,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ngoma,28,5,Eastern Province,56,27,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
621,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ngoma,28,5,Eastern Province,56,27,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",INWA
622,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ngoma,28,5,Eastern Province,56,27,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",INWA
623,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ngoma,28,5,Eastern Province,56,27,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,INWA
624,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ngoma,28,5,Eastern Province,56,27,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,INWA
625,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Ngoma,28,5,Eastern Province,56,27,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
626,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Ngoma,28,5,Eastern Province,56,27,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
627,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Ngoma,28,5,Eastern Province,56,27,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
628,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Ngoma,28,5,Eastern Province,56,27,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
629,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Ngoma,28,5,Eastern Province,56,27,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RRSA
630,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Bugesera,29,5,Eastern Province,57,28,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
631,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Bugesera,29,5,Eastern Province,57,28,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
632,FTF Project,Private Sector Driven Agricultural Growth (PSDAG),PSDAG,Engility,Nyagatare,24,5,Eastern Province,52,23,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,PSD AG
633,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,AEE
634,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,AEE
635,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
636,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
637,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
638,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
639,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
640,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
641,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyagatare,24,5,Eastern Province,52,23,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
642,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyagatare,24,5,Eastern Province,52,23,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
643,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyagatare,24,5,Eastern Province,52,23,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
644,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Nyagatare,24,5,Eastern Province,52,23,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
